
 Lista de Imóveis da Caixa;;Data de geração:;17/10/2024;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8787709520917 ;RJ ;RIO DE JANEIRO ;BONSUCESSO ;RUA ENGENHEIRO ARTUR MOURA, N. 456, Apto 303, BL 02 ;153.750,00;205.000,00;25.00;Apartamento, 0.00 de área total, 42.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709520917
 1444407062850 ;RJ ;RIO DE JANEIRO ;CACHAMBI ;RUA MIGUEL CERVANTES, N. 107, Apto 507, . ;279.750,00;373.000,00;25.00;Apartamento, 0.00 de área total, 52.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407062850
 8555536235298 ;RJ ;RIO DE JANEIRO ;CAMPO GRANDE ;ESTRADA  DO CAMPINHO, N. 885, Apto 406, BL 06 ;135.750,00;181.000,00;25.00;Apartamento, 0.00 de área total, 43.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536235298
 8555536950353 ;RJ ;RIO DE JANEIRO ;CAMPO GRANDE ;ESTRADA DO CAMPINHO, N. 885, Apto 201, BL 08 ;159.431,03;212.574,70;25.00;Apartamento, 0.00 de área total, 44.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536950353
 8787704006557 ;RJ ;RIO DE JANEIRO ;COLEGIO ;ESTRADA DO COLEGIO, N. 122, Apto 201, BL 03 ;154.352,69;205.803,59;25.00;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704006557
 1787700180813 ;RJ ;RIO DE JANEIRO ;CURICICA ;RUA GOIANINHA, N. 230, Apto 107, BL 05 ;164.250,00;219.000,00;25.00;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700180813
 1787700753767 ;RJ ;RIO DE JANEIRO ;CURICICA ;RUA GOIANINHA, N. 230, Apto 502, BL 3 ;170.700,00;227.600,00;25.00;Apartamento, 0.00 de área total, 43.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700753767
 1555533512128 ;RJ ;RIO DE JANEIRO ;VICENTE DE CARVALHO ;RUA BERNARDO TAVEIRA, N. 275, Apto 410, BL 03 ;174.000,00;232.000,00;25.00;Apartamento, 0.00 de área total, 60.00 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555533512128
 1555515911610 ;RJ ;RIO DE JANEIRO ;TAQUARA ;RUA RAFAEL VILAR MARTINS, N. 134, QD D LT 10 ;366.490,50;488.654,00;25.00;Casa, 0.00 de área total, 187.00 de área privativa, 300.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555515911610
 8787704298477 ;RJ ;RIO DE JANEIRO ;SAMPAIO ;RUA DOIS DE MAIO, N. 413, Apto 206, BL 01 ;150.000,00;200.000,00;25.00;Apartamento, 0.00 de área total, 44.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704298477
 1444403846520 ;RJ ;RIO DE JANEIRO ;SAO FRANCISCO XAVIER ;RUA SAO FRANCISCO XAVIER, N. 889, Apto 705, BL I ;179.620,17;239.493,56;25.00;Apartamento, 0.00 de área total, 64.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, WC Emp, 1 sala(s), DCE, cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403846520
 8787708271662 ;RJ ;RIO DE JANEIRO ;PIEDADE ;RUA ASSIS CARNEIRO, N. 80, Apto 406, BL 09 ;167.625,00;223.500,00;25.00;Apartamento, 0.00 de área total, 44.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708271662
 8787708420331 ;RJ ;RIO DE JANEIRO ;PIEDADE ;RUA ASSIS CARNEIRO, N. 80, Apto 101, BL 07 ;161.250,00;215.000,00;25.00;Apartamento, 0.00 de área total, 44.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708420331
 1555533847758 ;RJ ;RIO DE JANEIRO ;PENHA ;RUA QUITO, N. 226, Apto 902, BL01 LT01 ;283.500,00;378.000,00;25.00;Apartamento, 0.00 de área total, 65.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555533847758
 8555537280068 ;RJ ;RIO DE JANEIRO ;COSMOS ;RUA DOS CAQUIZEIROS, N. 48, Apto 402, BL 03  VG GARAGEM USO COMUM COND ;106.765,02;140.931,48;24.25;Apartamento, 0.00 de área total, 43.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537280068
 8787709191530 ;RJ ;RIO DE JANEIRO ;BONSUCESSO ;RUA ENGENHEIRO ARTUR MOURA, N. 456, Apto 503, LT 01, BL 02 ;158.874,20;208.552,70;23.83;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709191530
 8444425247733 ;RJ ;RIO DE JANEIRO ;BANGU ;RUA COMANDANTE EDUARDO DE ALMEIDA MAGALHAES, N. 215, Apto 102, BL 08 ;101.476,19;131.974,57;23.11;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425247733
 10139071 ;RJ ;RIO DE JANEIRO ;CENTRO ;AVENIDA RIO BRANCO, N. 20, SALAS 1201,1202,1203 ;426.717,73;545.870,64;21.83;Sala, 0.00 de área total, 219.00 de área privativa, 0.00 de área do terreno, varanda, WC, 3 sala(s), 1 lavabo(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10139071
 8787712523085 ;RJ ;RIO DE JANEIRO ;SANTISSIMO ;RUA GUANDU MIRIM, N. 1129, Apto 104, BLOCO 10  VG GARAGEM USO COMUM COND ;95.955,38;120.000,00;20.04;Apartamento, 0.00 de área total, 40.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712523085
 1444419533942 ;RJ ;RIO DE JANEIRO ;BARRA DA TIJUCA ;AVENIDA LUCIO COSTA, N. 3150, Apto 209, BL 02 ;648.000,00;810.000,00;20.00;Apartamento, 0.00 de área total, 52.00 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419533942
 1787700549841 ;RJ ;RIO DE JANEIRO ;ANIL ;ESTRADA DO ENGENHO DAGUA, N. 655, Apto 501, BL 02 ;222.400,00;278.000,00;20.00;Apartamento, 0.00 de área total, 48.00 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700549841
 1787700609046 ;RJ ;RIO DE JANEIRO ;ANIL ;ESTRADA DO ENGENHO DAGUA, N. 655, Apto 101, BL 01 ;212.000,00;265.000,00;20.00;Apartamento, 0.00 de área total, 48.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700609046
 8555537186401 ;RJ ;RIO DE JANEIRO ;ENGENHO NOVO ;RUA BARONESA DO ENGENHO NOVO, N. 414, Apto 303, BL 03 ;196.000,00;245.000,00;20.00;Apartamento, 0.00 de área total, 47.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537186401
 1444401624512 ;RJ ;RIO DE JANEIRO ;BENTO RIBEIRO ;RUA GITA, N. 82, ANTIGO 16 ;592.800,00;741.000,00;20.00;Casa, 0.00 de área total, 316.00 de área privativa, 378.00 de área do terreno,  4 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444401624512
 1600000066226 ;RJ ;RIO DE JANEIRO ;COPACABANA ;LADEIRA DOS TABAJARAS, N. 60, Apto 501, . ;788.000,00;985.000,00;20.00;Apartamento, 0.00 de área total, 0.00 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), 1 lavabo(s), DCE, cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1600000066226
 1444407552262 ;RJ ;RIO DE JANEIRO ;COCOTA ;RUA PEREIRA ALVES, N. 117, Apto 307, . ;213.600,00;267.000,00;20.00;Apartamento, 0.00 de área total, 57.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, WC Emp, 1 sala(s), DCE, cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407552262
 1444408942986 ;RJ ;RIO DE JANEIRO ;DEL CASTILHO ;ESTRADA ADHEMAR BEBIANO, N. 257, Apto 809, LT 04 BL 01 ;264.800,00;331.000,00;20.00;Apartamento, 0.00 de área total, 60.00 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408942986
 1600000065807 ;RJ ;RIO DE JANEIRO ;TAUA ;RUA CARICE, N. 70, . ;781.600,00;977.000,00;20.00;Casa, 0.00 de área total, 294.00 de área privativa, 264.60 de área do terreno,  4 qto(s), WC, churrasqueira, 1 sala(s), piscina, sacada, cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1600000065807
 1555516947812 ;RJ ;RIO DE JANEIRO ;VILA VALQUEIRE ;RUA MATA GRAND, N. 340, . ;416.000,00;520.000,00;20.00;Casa, 0.00 de área total, 136.00 de área privativa, 360.00 de área do terreno,  4 qto(s), WC, WC Emp, 1 sala(s), DCE, cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555516947812
 1444409215476 ;RJ ;RIO DE JANEIRO ;SANTA TERESA ;RUA GONCALVES FONTES, N. 13, . ;534.400,00;668.000,00;20.00;Casa, 0.00 de área total, 250.00 de área privativa, 175.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444409215476
 1444420075537 ;RJ ;RIO DE JANEIRO ;TANQUE ;RUA RENATO MEIRA LIMA, N. 326, . ;600.000,00;750.000,00;20.00;Casa, 0.00 de área total, 238.00 de área privativa, 400.00 de área do terreno,  2 qto(s), WC, WC Emp, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444420075537
 10181991 ;RJ ;RIO DE JANEIRO ;RIACHUELO ;RUA CARLOS COSTA, N. 10 ;1.038.354,79;1.297.943,49;20.00;Casa, 0.00 de área total, 626.00 de área privativa, 400.00 de área do terreno,  2 qto(s), varanda, WC, 8 sala(s), cozinha, 4 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10181991
 1444404452739 ;RJ ;RIO DE JANEIRO ;TODOS OS SANTOS ;RUA ELISA DE ALBUQUERQUE, N. 228, FUNDO CS 3 ;412.800,00;516.000,00;20.00;Casa, 0.00 de área total, 172.62 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444404452739
 1444405122287 ;RJ ;RIO DE JANEIRO ;MADUREIRA ;AVENIDA MINISTRO EDGARD ROMERO, N. 633, Apto 1001, . ;608.000,00;760.000,00;20.00;Apartamento, 0.00 de área total, 181.21 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), DCE, cozinha, Terraco, 3 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405122287
 1444407301413 ;RJ ;RIO DE JANEIRO ;PENHA CIRCULAR ;RUA TOMAS LOPES, N. 300, Apto 806, . ;500.000,00;625.000,00;20.00;Apartamento, 0.00 de área total, 68.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, WC Emp, 1 sala(s), DCE, cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407301413
 8787703991438 ;RJ ;RIO DE JANEIRO ;COSMOS ;RUA DAS AMENDOEIRAS, N. 164, Apto 408, BL 11 ;121.625,26;150.000,00;18.92;Apartamento, 0.00 de área total, 43.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703991438
 8787702942735 ;RJ ;RIO DE JANEIRO ;COSMOS ;RUA DAS AMOREIRAS, N. 248, Apto 504, BL 08 ;103.851,11;128.000,00;18.87;Apartamento, 0.00 de área total, 41.45 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702942735
 1787700895626 ;RJ ;RIO DE JANEIRO ;CAMPO GRANDE ;RUA PADRE PAUWELS, N. 88, CS 03 ;201.920,23;247.000,00;18.26;Casa, 0.00 de área total, 62.40 de área privativa, 130.58 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700895626
 8787705516583 ;RJ ;RIO DE JANEIRO ;SANTA CRUZ ;RUA DOS JESUITAS, N. 551, Apto 204, BL 13 ;102.201,64;123.539,64;17.28;Apartamento, 0.00 de área total, 41.45 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705516583
 8787707726496 ;RJ ;RIO DE JANEIRO ;ENCANTADO ;RUA JOAQUIM MARTINS, N. 517, Apto 410, BL 02  VG GARAGEM ;183.252,95;216.000,00;15.17;Apartamento, 0.00 de área total, 46.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707726496
 8787706021553 ;RJ ;RIO DE JANEIRO ;ANCHIETA ;AVENIDA CHRISOSTOMO PIMENTEL DE OLIVEIRA, N. 1689, Apto 403, BL 16 ;100.850,92;118.000,00;14.54;Apartamento, 0.00 de área total, 42.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706021553
 8787712748028 ;RJ ;RIO DE JANEIRO ;SANTISSIMO ;RUA GUANDU MIRIM, N. 1129, Apto 308, BLOCO 11  VG GARAGEM USO COMUM COND ;117.198,10;137.000,00;14.46;Apartamento, 0.00 de área total, 40.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712748028
 8787710009325 ;RJ ;RIO DE JANEIRO ;COSMOS ;RUA SEMPRE VERDE, N. 125, Apto 302, BLOCO 04  GARAGEM USO COMUM COND ;124.457,07;143.000,00;12.97;Apartamento, 0.00 de área total, 43.87 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710009325
 8787710319111 ;RJ ;RIO DE JANEIRO ;COSMOS ;RUA SEMPRE VERDE, N. 125, Apto 304, BLOCO 02  VG GARAGEM USO COMUM COND ;137.168,71;157.000,00;12.64;Apartamento, 0.00 de área total, 43.87 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710319111
 8787711762191 ;RJ ;RIO DE JANEIRO ;VARGEM PEQUENA ;ESTRADA JOSE DUARTE, N. 78, Apto 306, BLOCO 08  VG GARAGEM USO COMUM COND ;167.145,69;188.000,00;11.10;Apartamento, 0.00 de área total, 43.25 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711762191
 8787701592501 ;RJ ;RIO DE JANEIRO ;CAMPO GRANDE ;ESTRADA DO CAMPINHO, N. 955, Apto 208, BL 05 ;151.837,36;170.000,00;10.69;Apartamento, 0.00 de área total, 44.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701592501
 8787707151302 ;RJ ;RIO DE JANEIRO ;ITANHANGA ;ESTRADA DE JACAREPAGUA, N. 2035, Apto 504, BL 06 ;177.293,06;197.000,00;10.01;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707151302
 8787702883216 ;RJ ;RIO DE JANEIRO ;REALENGO ;RUA HELIO DO AMARAL, N. 320, Apto 308, BL 03 ;147.696,30;164.000,00;9.95;Apartamento, 0.00 de área total, 41.45 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702883216
 8787712273348 ;RJ ;RIO DE JANEIRO ;GUARATIBA ;ESTRADA CABUCU DE BAIXO, N. 600, Apto 208, BLOCO 08  VG GARAGEM USO COMUM COND ;112.780,14;124.000,00;9.05;Apartamento, 0.00 de área total, 40.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712273348
 8444406672106 ;RJ ;RIO DE JANEIRO ;CORDOVIL ;RUA FUNDAO, N. 70, Apto 501, BL 2 ;122.721,91;133.000,00;7.73;Apartamento, 0.00 de área total, 43.00 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406672106
 8787708765169 ;RJ ;RIO DE JANEIRO ;PECHINCHA ;ESTRADA CAMPO DA AREIA, N. 1205, Apto 302, BLOCO 13 ;184.084,64;198.000,00;7.03;Apartamento, 0.00 de área total, 41.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708765169
 8787706952794 ;RJ ;RIO DE JANEIRO ;CAMPO GRANDE ;ESTRADA DO MENDANHA, N. 2854, Apto 404, BL 16 ;179.367,78;192.000,00;6.58;Apartamento, 0.00 de área total, 41.08 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706952794
 8787703124637 ;RJ ;RIO DE JANEIRO ;COSMOS ;RUA DAS AMOREIRAS, N. 248, Apto 302, BL 06 ;128.146,07;137.000,00;6.47;Apartamento, 0.00 de área total, 39.47 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703124637
 1444411389508 ;RJ ;RIO DE JANEIRO ;PRACA SECA ;RUA CAPITAO MENEZES, N. 64, CS 02 ;140.500,67;150.000,00;6.34;Casa, 0.00 de área total, 57.72 de área privativa, 125.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444411389508
 8444403204489 ;RJ ;RIO DE JANEIRO ;PAVUNA ;RUA IGUABA GRANDE, N. 70, Apto 706, BL 02 ;71.409,74;75.000,00;4.79;Apartamento, 0.00 de área total, 62.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444403204489
 8555535878020 ;RJ ;RIO DE JANEIRO ;COSMOS ;RUA DOS CAQUIZEIROS, N. 48, Apto 303, BL 01 ;114.399,99;119.000,00;3.87;Apartamento, 0.00 de área total, 43.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535878020
 8787712323175 ;RJ ;RIO DE JANEIRO ;CAMPO GRANDE ;RUA VICENTE FRANCISCO DOS SANTOS, N. 1956, Apto 412, BLOCO 03  VG GARAGEM USO COMUM COND ;152.077,03;158.000,00;3.75;Apartamento, 0.00 de área total, 41.27 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712323175
 8787708763280 ;RJ ;RIO DE JANEIRO ;SANTA CRUZ ;RUA DOS JESUITAS, N. 501, Apto 404, BLOCO 05 ;96.568,23;100.000,00;3.44;Apartamento, 0.00 de área total, 40.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708763280
 8787708863330 ;RJ ;RIO DE JANEIRO ;BONSUCESSO ;RUA ENGENHEIRO ARTUR MOURA, N. 456, Apto 505, BL 07, LT 01 ;181.853,55;188.000,00;3.27;Apartamento, 0.00 de área total, 40.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708863330
